time,price,volume
1767313274,98.7,9
1767313275,98.76,4
1767313276,98.7,2
1767313277,98.61,23
1767313278,98.55,17
1767313279,98.56,18
1767313280,98.54,4
1767313281,98.58,24
1767313282,98.63,3
1767313283,98.63,8
1767313284,98.65,17
1767313285,98.65,19
1767313286,98.71,24
1767313287,98.67,4
1767313288,98.57,12
1767313289,98.57,7
1767313290,98.61,3
1767313291,98.53,1
1767313292,98.49,20
1767313293,98.52,20
1767313294,98.6,2
1767313295,98.6,8
1767313296,98.64,22
1767313297,98.66,9
1767313298,98.56,20
1767313299,98.65,14
1767313300,98.66,21
1767313301,98.63,8
1767313302,98.71,6
1767313303,98.68,18
1767313304,98.63,15
1767313305,98.59,4
1767313306,98.53,21
1767313307,98.56,24
1767313308,98.62,9
1767313309,98.59,14
1767313310,98.53,3
1767313311,98.58,12
1767313312,98.51,11
1767313313,98.51,3
1767313314,98.57,7
1767313315,98.65,21
1767313316,98.67,10
1767313317,98.73,2
1767313318,98.81,24
1767313319,98.81,16
1767313320,98.78,22
1767313321,98.68,4
1767313322,98.66,22
1767313323,98.73,20
1767313324,98.76,19
1767313325,98.75,20
1767313326,98.83,5
1767313327,98.74,11
1767313328,98.76,9
1767313329,98.68,25
1767313330,98.58,12
1767313331,98.66,9
1767313332,98.67,12
1767313333,98.75,12
1767313334,98.71,18
1767313335,98.79,18
1767313336,98.84,10
1767313337,98.77,8
1767313338,98.71,15
1767313339,98.73,25
1767313340,98.63,7
1767313341,98.71,18
1767313342,98.62,21
1767313343,98.62,13
1767313344,98.54,9
1767313345,98.44,12
1767313346,98.44,17
1767313347,98.42,2
1767313348,98.47,25
1767313349,98.48,9
1767313350,98.54,22
1767313351,98.55,17
1767313352,98.52,23
1767313353,98.43,14
1767313354,98.53,18
1767313355,98.6,16
1767313356,98.53,25
1767313357,98.54,20
1767313358,98.59,6
1767313359,98.62,21
1767313360,98.67,3
1767313361,98.72,13
1767313362,98.81,18
1767313363,98.72,23
1767313364,98.69,25
1767313365,98.61,1
1767313366,98.51,13
1767313367,98.55,11
1767313368,98.61,7
1767313369,98.53,11
1767313370,98.46,5
1767313371,98.4,19
1767313372,98.33,14
1767313373,98.34,1
1767313374,98.38,11
1767313375,98.29,23
1767313376,98.22,13
1767313377,98.32,23
1767313378,98.29,17
1767313379,98.38,2
1767313380,98.35,2
1767313381,98.42,23
1767313382,98.33,6
1767313383,98.29,6
1767313384,98.3,18
1767313385,98.31,21
1767313386,98.39,3
1767313387,98.44,9
1767313388,98.35,25
1767313389,98.34,7
1767313390,98.33,25
1767313391,98.25,7
1767313392,98.16,11
1767313393,98.26,1
1767313394,98.35,25
1767313395,98.25,4
1767313396,98.25,25
1767313397,98.26,1
1767313398,98.31,13
1767313399,98.23,24
1767313400,98.19,21
1767313401,98.1,9
1767313402,98.11,11
1767313403,98.12,11
1767313404,98.16,3
1767313405,98.16,10
1767313406,98.23,12
1767313407,98.25,16
1767313408,98.24,6
1767313409,98.18,10
1767313410,98.22,25
1767313411,98.29,17
1767313412,98.35,20
1767313413,98.35,20
1767313414,98.4,6
1767313415,98.3,25
1767313416,98.4,16
1767313417,98.4,19
1767313418,98.33,13
1767313419,98.27,15
1767313420,98.24,25
1767313421,98.19,12
1767313422,98.19,23
1767313423,98.19,16
1767313424,98.21,3
1767313425,98.19,7
1767313426,98.14,13
1767313427,98.13,2
1767313428,98.08,17
1767313429,98.14,16
1767313430,98.09,16
1767313431,98,11
1767313432,97.94,15
1767313433,97.88,5
1767313434,97.91,6
1767313435,97.84,11
1767313436,97.77,5
1767313437,97.85,20
1767313438,97.83,4
1767313439,97.83,20
1767313440,97.85,14
1767313441,97.86,21
1767313442,97.9,22
1767313443,97.83,8
1767313444,97.87,14
1767313445,97.94,16
1767313446,97.89,6
1767313447,97.87,20
1767313448,97.92,7
1767313449,97.97,13
1767313450,97.96,11
1767313451,98.01,15
1767313452,98.04,2
1767313453,97.96,7
1767313454,98.06,7
1767313455,97.99,5
1767313456,98.05,19
1767313457,98.01,25
1767313458,97.98,4
1767313459,98,18
1767313460,98,12
1767313461,97.99,1
1767313462,97.9,14
1767313463,97.87,24
1767313464,97.84,9
1767313465,97.86,3
1767313466,97.96,13
1767313467,98.03,21
1767313468,97.93,24
1767313469,97.92,7
1767313470,97.92,19
1767313471,97.94,6
1767313472,97.87,8
1767313473,97.95,7
1767313474,97.88,20
1767313475,97.8,9
1767313476,97.7,19
1767313477,97.72,5
1767313478,97.7,14
1767313479,97.63,5
1767313480,97.68,20
1767313481,97.58,10
1767313482,97.53,7
1767313483,97.59,6
1767313484,97.57,12
1767313485,97.48,11
1767313486,97.54,15
1767313487,97.55,6
1767313488,97.59,1
1767313489,97.56,3
1767313490,97.59,20
1767313491,97.56,19
1767313492,97.65,5
1767313493,97.63,13
1767313494,97.71,6
1767313495,97.72,3
1767313496,97.67,15
1767313497,97.76,10
1767313498,97.83,3
1767313499,97.82,12
